resource_type,key,category,group,entry_id,module_id,source_name,filename,relative_path,url,bytes,content_length,status
calendar,calendar|684||4月|https://act-upload.mihoyo.com/nap-obc-indep/2026/04/01/73751405/69bf29c2f7e1a34d69e63a8db1c335d5_3786935375926396364.png,月历壁纸合集,2026,684,,4月,202604p.png,壁纸合集\月历壁纸合集\2026\202604p.png,https://act-upload.mihoyo.com/nap-obc-indep/2026/04/01/73751405/69bf29c2f7e1a34d69e63a8db1c335d5_3786935375926396364.png,,,
calendar,calendar|684||3月|https://act-upload.mihoyo.com/nap-obc-indep/2026/03/01/73751405/f10bb2b9ffaa1e68ded8ca9b1b9c362e_5825330420662422667.jpg,月历壁纸合集,2026,684,,3月,202603p.jpg,壁纸合集\月历壁纸合集\2026\202603p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2026/03/01/73751405/f10bb2b9ffaa1e68ded8ca9b1b9c362e_5825330420662422667.jpg,,,
calendar,calendar|684||2月|https://act-upload.mihoyo.com/nap-obc-indep/2026/02/01/73751405/77c4184a439588ffbbbb11824cb20e50_5175148530752690874.png,月历壁纸合集,2026,684,,2月,202602p.png,壁纸合集\月历壁纸合集\2026\202602p.png,https://act-upload.mihoyo.com/nap-obc-indep/2026/02/01/73751405/77c4184a439588ffbbbb11824cb20e50_5175148530752690874.png,,,
calendar,calendar|684||1月|https://act-upload.mihoyo.com/nap-obc-indep/2026/01/01/73751405/e42dc31b0ac8475622288c7c0126850a_1646309056544715237.png,月历壁纸合集,2026,684,,1月,202601p.png,壁纸合集\月历壁纸合集\2026\202601p.png,https://act-upload.mihoyo.com/nap-obc-indep/2026/01/01/73751405/e42dc31b0ac8475622288c7c0126850a_1646309056544715237.png,,,
calendar,calendar|684||4月|https://act-upload.mihoyo.com/nap-obc-indep/2026/04/01/73751405/1ec306b47ce206415a0a05f06d87020b_5650455531823936272.png,月历壁纸合集,2026,684,,4月,202604m.png,壁纸合集\月历壁纸合集\2026\202604m.png,https://act-upload.mihoyo.com/nap-obc-indep/2026/04/01/73751405/1ec306b47ce206415a0a05f06d87020b_5650455531823936272.png,,,
calendar,calendar|684||3月|https://act-upload.mihoyo.com/nap-obc-indep/2026/03/01/73751405/b2d96dec949e8e2220fdb3f2fa250ac9_4527888947764128642.jpg,月历壁纸合集,2026,684,,3月,202603m.jpg,壁纸合集\月历壁纸合集\2026\202603m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2026/03/01/73751405/b2d96dec949e8e2220fdb3f2fa250ac9_4527888947764128642.jpg,,,
calendar,calendar|684||2月|https://act-upload.mihoyo.com/nap-obc-indep/2026/02/01/73751405/b8c73edd954303275c9eaafb70ed6175_5180481080833487410.png,月历壁纸合集,2026,684,,2月,202602m.png,壁纸合集\月历壁纸合集\2026\202602m.png,https://act-upload.mihoyo.com/nap-obc-indep/2026/02/01/73751405/b8c73edd954303275c9eaafb70ed6175_5180481080833487410.png,,,
calendar,calendar|684||1月|https://act-upload.mihoyo.com/nap-obc-indep/2026/01/01/73751405/aa68e89cb7a3fc7efd37d27cd9b6c242_2691048499305745475.png,月历壁纸合集,2026,684,,1月,202601m.png,壁纸合集\月历壁纸合集\2026\202601m.png,https://act-upload.mihoyo.com/nap-obc-indep/2026/01/01/73751405/aa68e89cb7a3fc7efd37d27cd9b6c242_2691048499305745475.png,,,
calendar,calendar|684||12月|https://act-upload.mihoyo.com/nap-obc-indep/2025/12/01/73751405/1a556c84769ae60649af2b27ed728bab_4410663657696349435.jpg,月历壁纸合集,2025,684,,12月,202512p.jpg,壁纸合集\月历壁纸合集\2025\202512p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/12/01/73751405/1a556c84769ae60649af2b27ed728bab_4410663657696349435.jpg,,,
calendar,calendar|684||11月|https://act-upload.mihoyo.com/nap-obc-indep/2025/11/01/79697369/3d7f54251e1419ab247f747bfa97d952_4664855485806398810.png,月历壁纸合集,2025,684,,11月,202511p.png,壁纸合集\月历壁纸合集\2025\202511p.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/11/01/79697369/3d7f54251e1419ab247f747bfa97d952_4664855485806398810.png,,,
calendar,calendar|684||10月|https://act-upload.mihoyo.com/nap-obc-indep/2025/10/01/73751405/1a823a0a52f090a7eaeea687f41e172b_6504333843446310734.jpg,月历壁纸合集,2025,684,,10月,202510p.jpg,壁纸合集\月历壁纸合集\2025\202510p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/10/01/73751405/1a823a0a52f090a7eaeea687f41e172b_6504333843446310734.jpg,,,
calendar,calendar|684||9月|https://act-upload.mihoyo.com/nap-obc-indep/2025/09/01/73751405/2d43adccb61164fdcc9d3261197ce8ce_5562274476505066635.jpg,月历壁纸合集,2025,684,,9月,202509p.jpg,壁纸合集\月历壁纸合集\2025\202509p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/09/01/73751405/2d43adccb61164fdcc9d3261197ce8ce_5562274476505066635.jpg,,,
calendar,calendar|684||8月|https://act-upload.mihoyo.com/nap-obc-indep/2025/08/01/73751405/52951c80345282a30a6bf798244362b1_4657156669335821514.jpg,月历壁纸合集,2025,684,,8月,202508p.jpg,壁纸合集\月历壁纸合集\2025\202508p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/08/01/73751405/52951c80345282a30a6bf798244362b1_4657156669335821514.jpg,,,
calendar,calendar|684||7月|https://act-upload.mihoyo.com/nap-obc-indep/2025/07/01/79697369/f738ae8d5b95d7391868f5806e78ef71_2832851355148733592.png,月历壁纸合集,2025,684,,7月,202507p.png,壁纸合集\月历壁纸合集\2025\202507p.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/07/01/79697369/f738ae8d5b95d7391868f5806e78ef71_2832851355148733592.png,,,
calendar,calendar|684||6月|https://act-upload.mihoyo.com/nap-obc-indep/2025/06/01/79697369/54e65592ff4d82771477ff699be9acc1_4135119720228071832.png,月历壁纸合集,2025,684,,6月,202506p.png,壁纸合集\月历壁纸合集\2025\202506p.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/06/01/79697369/54e65592ff4d82771477ff699be9acc1_4135119720228071832.png,,,
calendar,calendar|684||5月|https://act-upload.mihoyo.com/nap-obc-indep/2025/05/01/73751405/1ed0bbbd068acee20d16f5011ab3f34a_4635563505786473898.jpg,月历壁纸合集,2025,684,,5月,202505p.jpg,壁纸合集\月历壁纸合集\2025\202505p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/05/01/73751405/1ed0bbbd068acee20d16f5011ab3f34a_4635563505786473898.jpg,,,
calendar,calendar|684||4月|https://act-upload.mihoyo.com/nap-obc-indep/2025/04/01/73751405/8d4232d29b8113400cdba10e9726cb9b_8568404723520237550.png,月历壁纸合集,2025,684,,4月,202504p.png,壁纸合集\月历壁纸合集\2025\202504p.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/04/01/73751405/8d4232d29b8113400cdba10e9726cb9b_8568404723520237550.png,,,
calendar,calendar|684||3月|https://act-upload.mihoyo.com/nap-obc-indep/2025/03/01/73751405/a7a70e2753d6c3656b1dcf93785fbf3c_1545808228045686698.jpg,月历壁纸合集,2025,684,,3月,202503p.jpg,壁纸合集\月历壁纸合集\2025\202503p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/03/01/73751405/a7a70e2753d6c3656b1dcf93785fbf3c_1545808228045686698.jpg,,,
calendar,calendar|684||2月|https://act-upload.mihoyo.com/nap-obc-indep/2025/02/01/73751405/8865dc4699cceace5f1df02631f56904_6822802290146021232.png,月历壁纸合集,2025,684,,2月,202502p.png,壁纸合集\月历壁纸合集\2025\202502p.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/02/01/73751405/8865dc4699cceace5f1df02631f56904_6822802290146021232.png,,,
calendar,calendar|684||1月|https://act-upload.mihoyo.com/nap-obc-indep/2025/02/01/73751405/e8ca8231dcae36f2c794a4701ca73d79_4414397102889164684.jpg,月历壁纸合集,2025,684,,1月,202501p.jpg,壁纸合集\月历壁纸合集\2025\202501p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/02/01/73751405/e8ca8231dcae36f2c794a4701ca73d79_4414397102889164684.jpg,,,
calendar,calendar|684||12月|https://act-upload.mihoyo.com/nap-obc-indep/2025/12/01/73751405/5bf396a348fbea37a415bada100a8f67_1798810543805138309.jpg,月历壁纸合集,2025,684,,12月,202512m.jpg,壁纸合集\月历壁纸合集\2025\202512m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/12/01/73751405/5bf396a348fbea37a415bada100a8f67_1798810543805138309.jpg,,,
calendar,calendar|684||11月|https://act-upload.mihoyo.com/nap-obc-indep/2025/11/01/79697369/d4ea2cb41730bf83bbdd53956f98e792_3515303335390191187.png,月历壁纸合集,2025,684,,11月,202511m.png,壁纸合集\月历壁纸合集\2025\202511m.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/11/01/79697369/d4ea2cb41730bf83bbdd53956f98e792_3515303335390191187.png,,,
calendar,calendar|684||10月|https://act-upload.mihoyo.com/nap-obc-indep/2025/10/01/73751405/864f8e4d5003c27bfa8a7c43d2bf77dd_4319125513804238796.jpg,月历壁纸合集,2025,684,,10月,202510m.jpg,壁纸合集\月历壁纸合集\2025\202510m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/10/01/73751405/864f8e4d5003c27bfa8a7c43d2bf77dd_4319125513804238796.jpg,,,
calendar,calendar|684||9月|https://act-upload.mihoyo.com/nap-obc-indep/2025/09/01/73751405/282032cc00c2947b8cc7122bff5c5cee_762710801782762408.jpg,月历壁纸合集,2025,684,,9月,202509m.jpg,壁纸合集\月历壁纸合集\2025\202509m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/09/01/73751405/282032cc00c2947b8cc7122bff5c5cee_762710801782762408.jpg,,,
calendar,calendar|684||8月|https://act-upload.mihoyo.com/nap-obc-indep/2025/08/01/73751405/6b5e61a5e01f2988c64011d36e207cc4_894460243200905264.jpg,月历壁纸合集,2025,684,,8月,202508m.jpg,壁纸合集\月历壁纸合集\2025\202508m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/08/01/73751405/6b5e61a5e01f2988c64011d36e207cc4_894460243200905264.jpg,,,
calendar,calendar|684||7月|https://act-upload.mihoyo.com/nap-obc-indep/2025/07/01/79697369/62f77a29a0f7bda14d7e1ebc15a0860d_8457709274213106849.png,月历壁纸合集,2025,684,,7月,202507m.png,壁纸合集\月历壁纸合集\2025\202507m.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/07/01/79697369/62f77a29a0f7bda14d7e1ebc15a0860d_8457709274213106849.png,,,
calendar,calendar|684||6月|https://act-upload.mihoyo.com/nap-obc-indep/2025/06/01/79697369/047058a8f6b5ed8cf25e3d85173f38f6_1483694073516861946.png,月历壁纸合集,2025,684,,6月,202506m.png,壁纸合集\月历壁纸合集\2025\202506m.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/06/01/79697369/047058a8f6b5ed8cf25e3d85173f38f6_1483694073516861946.png,,,
calendar,calendar|684||5月|https://act-upload.mihoyo.com/nap-obc-indep/2025/05/01/73751405/d1e4f1974b1201c6f1f5e735760fc85f_1420114179115547619.jpg,月历壁纸合集,2025,684,,5月,202505m.jpg,壁纸合集\月历壁纸合集\2025\202505m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/05/01/73751405/d1e4f1974b1201c6f1f5e735760fc85f_1420114179115547619.jpg,,,
calendar,calendar|684||4月|https://act-upload.mihoyo.com/nap-obc-indep/2025/04/01/73751405/fd5dc672f517852491020169a6b5e883_1029706282781383819.png,月历壁纸合集,2025,684,,4月,202504m.png,壁纸合集\月历壁纸合集\2025\202504m.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/04/01/73751405/fd5dc672f517852491020169a6b5e883_1029706282781383819.png,,,
calendar,calendar|684||3月|https://act-upload.mihoyo.com/nap-obc-indep/2025/03/01/73751405/66754e4d8ca2391c750c9a401720affb_2972469280768605019.jpg,月历壁纸合集,2025,684,,3月,202503m.jpg,壁纸合集\月历壁纸合集\2025\202503m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/03/01/73751405/66754e4d8ca2391c750c9a401720affb_2972469280768605019.jpg,,,
calendar,calendar|684||2月|https://act-upload.mihoyo.com/nap-obc-indep/2025/02/01/73751405/9d9e6a8d7c1a2d19b68cb6831f715a84_6919285124283665225.png,月历壁纸合集,2025,684,,2月,202502m.png,壁纸合集\月历壁纸合集\2025\202502m.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/02/01/73751405/9d9e6a8d7c1a2d19b68cb6831f715a84_6919285124283665225.png,,,
calendar,calendar|684||1月|https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/14a28d1a863dcc4e17a80ea81d5e557f_486891852512033226.jpg,月历壁纸合集,2025,684,,1月,202501m.jpg,壁纸合集\月历壁纸合集\2025\202501m.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/14a28d1a863dcc4e17a80ea81d5e557f_486891852512033226.jpg,,,
calendar,calendar|684||12月|https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/04486e6df0421bc836c0437875a6ef47_5119774491873408828.jpg,月历壁纸合集,2024,684,,12月,202412p.jpg,壁纸合集\月历壁纸合集\2024\202412p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/04486e6df0421bc836c0437875a6ef47_5119774491873408828.jpg,,,
calendar,calendar|684||11月|https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/b92360d4aaea6aa7c47e434ae6f30eb1_3054090202865033868.png,月历壁纸合集,2024,684,,11月,202411p.png,壁纸合集\月历壁纸合集\2024\202411p.png,https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/b92360d4aaea6aa7c47e434ae6f30eb1_3054090202865033868.png,,,
calendar,calendar|684||10月|https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/091d61f3275c5dcaa2985e3b5b824790_8699762866384802565.jpg,月历壁纸合集,2024,684,,10月,202410p.jpg,壁纸合集\月历壁纸合集\2024\202410p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/091d61f3275c5dcaa2985e3b5b824790_8699762866384802565.jpg,,,
calendar,calendar|684||9月|https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/cce4b9be6426d58dce358bc4bb31cccb_5435758490261818769.jpg,月历壁纸合集,2024,684,,9月,202409p.jpg,壁纸合集\月历壁纸合集\2024\202409p.jpg,https://act-upload.mihoyo.com/nap-obc-indep/2025/01/01/73751405/cce4b9be6426d58dce358bc4bb31cccb_5435758490261818769.jpg,,,
